ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"Disposable Booties, Surgical Caps / Bouffant Caps, Thermometers, Safety Glasses, PAPR Replacement Face Shields, N95 Respirators, Face Shields, Coveralls / Bunny Suits, Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer, Clear / Visually Accessible Masks, Handwashing Stations, Cloth Masks, Safety Goggles, KN95 Respirators, Ear Savers, Gowns, Surgical Masks, Sneeze Guards / Barriers, Two-way Communication Devices",2020-11-24 14:19:50.438000+00:00,,KY,Garrard,
"Thermometers, Safety Goggles, Ear Savers, Safety Glasses, Hand Sanitizer, N95 Respirators, Disinfecting Wipes",2020-11-24 15:00:41.080000+00:00,,PA,Lehigh,
"PAPR Replacement Face Shields, Gowns, Disposable Booties, Thermometers, Disinfecting Wipes, Ear Savers, Sneeze Guards / Barriers, Surgical Caps / Bouffant Caps, Hand Sanitizer, Nitrile Gloves, Face Shields",2020-11-24 15:03:52.706000+00:00,,LA,,
"Thermometers, N95 Respirators, Disinfecting Wipes, Gowns, Face Shields, Surgical Caps / Bouffant Caps, Coveralls / Bunny Suits, Cloth Masks, Safety Goggles, Nitrile Gloves, KN95 Respirators, Handwashing Stations, Hand Sanitizer, Sneeze Guards / Barriers, Surgical Masks, Disposable Booties",2020-11-24 15:13:35.036000+00:00,,NY,Richmond,
"Disinfecting Wipes, Safety Goggles, Sneeze Guards / Barriers, Clear / Visually Accessible Masks, Safety Glasses, KN95 Respirators, Thermometers, Face Shields, Hand Sanitizer, N95 Respirators, Disposable Booties, Surgical Masks",2020-11-24 15:50:36.844000+00:00,,OH,Cuyahoga,
"N95 Respirators, Coveralls / Bunny Suits, Nitrile Gloves, Gowns",2020-11-24 15:52:00.622000+00:00,,PA,Montgomery,
"Sneeze Guards / Barriers, Nitrile Gloves, Safety Goggles, Gowns, Disinfecting Wipes, Face Shields, Thermometers",2020-11-24 16:42:00.950000+00:00,,WY,Natrona,
"Clear / Visually Accessible Masks, Surgical Masks, Nitrile Gloves, Handwashing Stations, Thermometers, Sneeze Guards / Barriers, Gowns, Cloth Masks, Face Shields, Disinfecting Wipes, Ear Savers, Safety Glasses, N95 Respirators, KN95 Respirators, Hand Sanitizer, Two-way Communication Devices, Safety Goggles, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Body Bags, Disposable Booties, PAPR Replacement Face Shields",2020-11-24 17:06:48.767000+00:00,,KY,Garrard,
"Two-way Communication Devices, N95 Respirators, Surgical Masks, Ear Savers, Safety Goggles, Gowns, Sneeze Guards / Barriers, Face Shields, Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves, Safety Glasses, Thermometers",2020-11-24 17:44:57.266000+00:00,,CO,Elbert,
"Surgical Caps / Bouffant Caps, Surgical Masks, Gowns, PAPR Replacement Face Shields, Cloth Masks, Disinfecting Wipes, Safety Goggles, Ear Savers, Disposable Booties, Face Shields, Hand Sanitizer, Clear / Visually Accessible Masks, Handwashing Stations, N95 Respirators, Sneeze Guards / Barriers, Thermometers",2020-11-24 19:01:42.727000+00:00,,MO,Webster,
"Nitrile Gloves, N95 Respirators, Sneeze Guards / Barriers, Gowns, Face Shields, Surgical Masks, Disposable Booties, Hand Sanitizer, Disinfecting Wipes, Clear / Visually Accessible Masks",2020-11-24 20:59:22.312000+00:00,,GA,Mitchell,
"N95 Respirators, Ear Savers, Safety Glasses, PAPR Replacement Face Shields, Sneeze Guards / Barriers, Two-way Communication Devices, Hand Sanitizer, Thermometers, Nitrile Gloves, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Safety Goggles, Coveralls / Bunny Suits, Disposable Booties, Face Shields, KN95 Respirators",2020-11-24 21:20:00.685000+00:00,,TX,,
"KN95 Respirators, Nitrile Gloves, Thermometers, Face Shields, Hand Sanitizer, Disinfecting Wipes, PAPR Replacement Face Shields",2020-11-24 23:24:46.983000+00:00,,CA,Sonoma,
"Hand Sanitizer, KN95 Respirators, Safety Glasses, Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Gowns, N95 Respirators",2020-11-25 00:30:06.377000+00:00,,KS,Johnson,
"Hand Sanitizer, Disinfecting Wipes, Gowns, Handwashing Stations, Surgical Masks, Nitrile Gloves, Face Shields, Thermometers",2020-11-25 03:45:58.258000+00:00,,CA,Orange,
"N95 Respirators, Nitrile Gloves, KN95 Respirators",2020-11-25 04:18:13.567000+00:00,,CA,Los Angeles,
"Safety Glasses, N95 Respirators, Gowns, Safety Goggles, Face Shields, Hand Sanitizer, Disposable Booties, Disinfecting Wipes, KN95 Respirators, Surgical Caps / Bouffant Caps, Surgical Masks",2020-11-25 11:14:58.547000+00:00,,NY,New York,
"Face Shields, Coveralls / Bunny Suits, KN95 Respirators, Handwashing Stations, Gowns, Thermometers, Sneeze Guards / Barriers, Ear Savers, Nitrile Gloves, Two-way Communication Devices, N95 Respirators",2020-11-25 11:33:25.130000+00:00,,NJ,Bergen,
"Cloth Masks, Disinfecting Wipes, Nitrile Gloves, Clear / Visually Accessible Masks, Surgical Masks, Hand Sanitizer, Face Shields",2020-11-25 14:45:27.861000+00:00,,MA,Worcester,
"N95 Respirators, Thermometers, Gowns, Safety Glasses, Ear Savers, Face Shields, Disinfecting Wipes, Sneeze Guards / Barriers",2020-11-25 15:08:09.039000+00:00,,PA,Cambria,
"Clear / Visually Accessible Masks, Disposable Booties, Disinfecting Wipes, Thermometers, Safety Glasses, Sneeze Guards / Barriers, Cloth Masks, Surgical Masks, Face Shields, Surgical Caps / Bouffant Caps, Nitrile Gloves, Safety Goggles, Hand Sanitizer, Handwashing Stations, Two-way Communication Devices",2020-11-25 15:22:14.020000+00:00,,TX,Dallas,
"N95 Respirators, Hand Sanitizer, Thermometers, Gowns, Surgical Masks, Safety Glasses, Face Shields, Disinfecting Wipes",2020-11-25 16:20:09.604000+00:00,,NM,Guadalupe,
"Surgical Caps / Bouffant Caps, N95 Respirators, Gowns, Disposable Booties, Hand Sanitizer",2020-11-25 17:35:54.779000+00:00,,MA,Hampden,
"Sneeze Guards / Barriers, Surgical Masks, Gowns, N95 Respirators, KN95 Respirators, Safety Glasses, Surgical Caps / Bouffant Caps",2020-11-25 17:39:45.183000+00:00,,MO,Jackson,
"Disinfecting Wipes, N95 Respirators, KN95 Respirators, Ear Savers, Sneeze Guards / Barriers, Coveralls / Bunny Suits, Gowns, Face Shields, Safety Goggles",2020-11-25 17:44:45.444000+00:00,,OH,Cuyahoga,
"Thermometers, Disinfecting Wipes, Coveralls / Bunny Suits, Clear / Visually Accessible Masks, Face Shields, Hand Sanitizer, Surgical Masks, Nitrile Gloves",2020-11-25 18:15:21.447000+00:00,,IL,Cook,
"Face Shields, Surgical Masks, Hand Sanitizer, Clear / Visually Accessible Masks, Nitrile Gloves, Coveralls / Bunny Suits, Cloth Masks, Disinfecting Wipes, Thermometers",2020-11-25 18:22:31.319000+00:00,,IL,Cook,
"Clear / Visually Accessible Masks, Safety Goggles, Coveralls / Bunny Suits, Hand Sanitizer, Nitrile Gloves, Disinfecting Wipes, Face Shields, Surgical Masks, Cloth Masks, Thermometers",2020-11-25 18:30:43.210000+00:00,,IL,Cook,
"Clear / Visually Accessible Masks, Safety Goggles, Sneeze Guards / Barriers, Nitrile Gloves, Hand Sanitizer, Body Bags, Ear Savers, Cloth Masks, Handwashing Stations, Surgical Caps / Bouffant Caps, Face Shields, Thermometers, Disinfecting Wipes, Two-way Communication Devices, PAPR Replacement Face Shields, KN95 Respirators, Surgical Masks, Safety Glasses, Coveralls / Bunny Suits, Gowns, N95 Respirators, Disposable Booties",2020-11-25 19:53:23.713000+00:00,,CA,Kern,
"Nitrile Gloves, Hand Sanitizer, Disinfecting Wipes",2020-11-25 23:40:36.145000+00:00,,WA,Benton,
"Disposable Booties, Surgical Masks, Disinfecting Wipes, Safety Glasses, Thermometers, Clear / Visually Accessible Masks, Hand Sanitizer, Cloth Masks",2020-11-26 03:43:21.824000+00:00,,AZ,Pima,
"Safety Glasses, Disinfecting Wipes, Hand Sanitizer, Surgical Masks, Safety Goggles",2020-11-26 07:35:22.228000+00:00,,OH,Cuyahoga,
"Disinfecting Wipes, Surgical Masks, Face Shields, KN95 Respirators, N95 Respirators, Ear Savers, Gowns, Nitrile Gloves, Hand Sanitizer, Thermometers",2020-11-26 13:09:47.462000+00:00,,GA,DeKalb,
"Cloth Masks, Nitrile Gloves, Thermometers, Hand Sanitizer, N95 Respirators, Disinfecting Wipes",2020-11-26 13:30:48.036000+00:00,,LA,Orleans Parish,
"Cloth Masks, KN95 Respirators, Sneeze Guards / Barriers, Surgical Masks, N95 Respirators, Disinfecting Wipes, Face Shields",2020-11-26 16:08:16.352000+00:00,,SC,Greenville,
"PAPR Replacement Face Shields, KN95 Respirators, Thermometers, N95 Respirators, Disinfecting Wipes, Sneeze Guards / Barriers, Face Shields, Surgical Masks, Hand Sanitizer, Ear Savers, Two-way Communication Devices, Clear / Visually Accessible Masks, Safety Glasses, Nitrile Gloves, Safety Goggles",2020-11-26 17:07:45.613000+00:00,,WA,Spokane,
"Safety Goggles, Gowns, Nitrile Gloves, Face Shields, Clear / Visually Accessible Masks, Thermometers, Cloth Masks, Sneeze Guards / Barriers, Hand Sanitizer, Surgical Masks, N95 Respirators",2020-11-26 22:57:03.472000+00:00,,CA,San Bernardino,
"Disinfecting Wipes, N95 Respirators",2020-11-27 18:15:39.731000+00:00,,OR,Clackamas,
"Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer, Cloth Masks, Thermometers",2020-11-27 22:26:38.509000+00:00,,DC,,
"KN95 Respirators, Hand Sanitizer, Gowns, Nitrile Gloves, N95 Respirators, Disinfecting Wipes",2020-11-27 23:23:33.730000+00:00,,TX,Fort Bend,
"Face Shields, Surgical Masks, Disinfecting Wipes",2020-11-28 00:36:45.700000+00:00,,DC,,
"Cloth Masks, Disinfecting Wipes, Face Shields, Safety Glasses, Disposable Booties, PAPR Replacement Face Shields, Sneeze Guards / Barriers, Thermometers, Ear Savers, Coveralls / Bunny Suits, Hand Sanitizer, Nitrile Gloves, Clear / Visually Accessible Masks",2020-11-28 01:06:40.783000+00:00,,MT,,
"Hand Sanitizer, KN95 Respirators, Ear Savers, Handwashing Stations, Safety Glasses, Two-way Communication Devices, Face Shields, Disinfecting Wipes, Disposable Booties, Gowns, Nitrile Gloves, Surgical Caps / Bouffant Caps, Thermometers, N95 Respirators",2020-11-28 05:21:38.963000+00:00,,IL,,
"Cloth Masks, Sneeze Guards / Barriers, KN95 Respirators, Disinfecting Wipes, Thermometers, Surgical Masks, Handwashing Stations, Nitrile Gloves, Hand Sanitizer, Clear / Visually Accessible Masks, N95 Respirators",2020-11-28 05:27:45.281000+00:00,,NC,Guilford,
"Gowns, Nitrile Gloves, Thermometers, Sneeze Guards / Barriers, KN95 Respirators, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Clear / Visually Accessible Masks",2020-11-28 17:17:40.261000+00:00,,CO,Larimer,
"Face Shields, KN95 Respirators, N95 Respirators, Two-way Communication Devices, Clear / Visually Accessible Masks, Sneeze Guards / Barriers",2020-11-28 19:50:25.700000+00:00,,CA,Mendocino,
"Safety Goggles, Clear / Visually Accessible Masks, Cloth Masks, Face Shields",2020-11-28 22:16:46.533000+00:00,,CO,Arapahoe,
"Disposable Booties, N95 Respirators, Gowns, Nitrile Gloves, Disinfecting Wipes, Face Shields, Surgical Caps / Bouffant Caps, Surgical Masks",2020-11-28 22:37:44.482000+00:00,,MN,Scott,
"Safety Glasses, Coveralls / Bunny Suits, Clear / Visually Accessible Masks, N95 Respirators",2020-11-28 23:30:21.322000+00:00,,NY,Schenectady,
"Coveralls / Bunny Suits, Disinfecting Wipes, N95 Respirators, Safety Goggles, Sneeze Guards / Barriers, Safety Glasses, Thermometers, Face Shields, KN95 Respirators, Handwashing Stations, Surgical Caps / Bouffant Caps",2020-11-29 02:05:27.464000+00:00,,VA,Chesterfield,
"Face Shields, Disposable Booties, Hand Sanitizer, Surgical Caps / Bouffant Caps, N95 Respirators, Safety Glasses, Coveralls / Bunny Suits, Nitrile Gloves, Gowns",2020-11-29 04:40:56.594000+00:00,,PA,,
"Hand Sanitizer, Thermometers, N95 Respirators, Safety Goggles, Two-way Communication Devices, Surgical Caps / Bouffant Caps, Face Shields, Sneeze Guards / Barriers, Surgical Masks",2020-11-29 04:52:46.526000+00:00,,IL,Perry,
"Ear Savers, PAPR Replacement Face Shields, Gowns, N95 Respirators, Surgical Masks, Hand Sanitizer",2020-11-29 05:45:55.251000+00:00,,NJ,Passaic,
"Thermometers, Safety Goggles, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Two-way Communication Devices, Hand Sanitizer, Nitrile Gloves, N95 Respirators, Coveralls / Bunny Suits, PAPR Replacement Face Shields, Surgical Masks, Gowns, Safety Glasses, Disposable Booties, Handwashing Stations, Face Shields",2020-11-29 06:54:59.435000+00:00,,TX,Dallas,
"Face Shields, Coveralls / Bunny Suits, Ear Savers",2020-11-29 18:16:47.959000+00:00,,PA,Philadelphia,
"N95 Respirators, KN95 Respirators",2020-11-29 20:16:17.913000+00:00,,FL,Duval,
"Face Shields, Sneeze Guards / Barriers, KN95 Respirators, Ear Savers, Disinfecting Wipes, Nitrile Gloves, Coveralls / Bunny Suits, Thermometers, Two-way Communication Devices, N95 Respirators, PAPR Replacement Face Shields, Hand Sanitizer, Handwashing Stations, Cloth Masks, Gowns, Safety Glasses",2020-11-29 21:05:33.066000+00:00,,IL,,
"KN95 Respirators, Hand Sanitizer, Safety Goggles, Nitrile Gloves, Face Shields, Disinfecting Wipes, N95 Respirators, Safety Glasses, Surgical Masks",2020-11-29 22:20:58.039000+00:00,,NY,Kings,
"N95 Respirators, Hand Sanitizer, Gowns, Sneeze Guards / Barriers, Face Shields, KN95 Respirators",2020-11-30 01:04:59.283000+00:00,,MI,Jackson,
"Disinfecting Wipes, Safety Goggles, KN95 Respirators, Surgical Masks, Safety Glasses, N95 Respirators",2020-11-30 01:42:48.533000+00:00,,PA,Lackawanna,
"Cloth Masks, Surgical Masks",2020-11-30 02:10:00.543000+00:00,,PA,Pike,
"Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Safety Glasses, KN95 Respirators, PAPR Replacement Face Shields, Coveralls / Bunny Suits, Ear Savers, Clear / Visually Accessible Masks, Thermometers, Two-way Communication Devices, Sneeze Guards / Barriers, N95 Respirators, Gowns, Cloth Masks, Safety Goggles, Hand Sanitizer, Disposable Booties, Surgical Caps / Bouffant Caps, Face Shields",2020-11-30 02:23:58.320000+00:00,,CA,San Bernardino,
N95 Respirators,2020-11-30 12:32:50.829000+00:00,,TN,Shelby,
"Surgical Masks, Clear / Visually Accessible Masks, Hand Sanitizer, Cloth Masks, Disinfecting Wipes",2020-11-30 15:14:27.835000+00:00,,DE,New Castle,
"Disinfecting Wipes, N95 Respirators, Nitrile Gloves, Thermometers, Hand Sanitizer, Ear Savers, KN95 Respirators",2020-11-30 16:43:22.038000+00:00,,TX,Collin,
"Thermometers, Handwashing Stations, Hand Sanitizer, Surgical Masks",2020-11-30 17:52:37.459000+00:00,,CA,Los Angeles,
"Cloth Masks, Nitrile Gloves, Thermometers, Disinfecting Wipes",2020-11-30 21:19:30.719000+00:00,,AZ,Maricopa,
"Surgical Masks, Nitrile Gloves, Thermometers, Disinfecting Wipes, Hand Sanitizer, Face Shields, N95 Respirators, Gowns, Safety Glasses",2020-11-30 21:19:35.968000+00:00,,NJ,Union,
"Coveralls / Bunny Suits, Clear / Visually Accessible Masks, Handwashing Stations, Gowns, Disposable Booties, KN95 Respirators, Disinfecting Wipes, Nitrile Gloves, Thermometers, Cloth Masks, Face Shields",2020-11-30 23:34:51.357000+00:00,,MT,Lewis and Clark,
"N95 Respirators, Thermometers, Handwashing Stations, Surgical Masks",2020-12-01 01:22:23.785000+00:00,,DE,,
"Surgical Caps / Bouffant Caps, Gowns",2020-12-01 01:28:09.732000+00:00,,DE,,
"Disinfecting Wipes, KN95 Respirators, Ear Savers, N95 Respirators",2020-12-01 04:47:08.416000+00:00,,PA,Delaware,
N95 Respirators,2020-12-01 05:27:38.012000+00:00,,NY,Nassau,
N95 Respirators,2020-12-01 05:49:19.801000+00:00,,ID,,
"N95 Respirators, Ear Savers, Disinfecting Wipes",2020-12-01 13:38:51.629000+00:00,,NY,New York,
"Surgical Masks, N95 Respirators, Safety Goggles, Disinfecting Wipes, Gowns, Disposable Booties, Thermometers, Nitrile Gloves, Surgical Caps / Bouffant Caps, Face Shields",2020-12-01 15:55:06.767000+00:00,,KY,Jefferson,
"Surgical Caps / Bouffant Caps, Disinfecting Wipes, KN95 Respirators, Thermometers, Sneeze Guards / Barriers, Hand Sanitizer, Gowns, Disposable Booties, N95 Respirators, Face Shields, Nitrile Gloves",2020-12-01 16:20:21.280000+00:00,,TX,Harris,
"Thermometers, Cloth Masks, Nitrile Gloves, Surgical Masks, Clear / Visually Accessible Masks, Disinfecting Wipes, N95 Respirators, Face Shields, KN95 Respirators",2020-12-01 16:51:02.632000+00:00,,CA,Kings,
"Disinfecting Wipes, N95 Respirators, KN95 Respirators, Face Shields",2020-12-01 17:01:09.985000+00:00,,FL,Broward,
"N95 Respirators, Two-way Communication Devices, Surgical Masks, Disinfecting Wipes, Nitrile Gloves, Safety Goggles, KN95 Respirators, Ear Savers, Safety Glasses",2020-12-01 17:16:53.909000+00:00,,GA,Tift,
"Nitrile Gloves, Safety Goggles, N95 Respirators, Disinfecting Wipes, Disposable Booties, Face Shields",2020-12-01 17:45:48.627000+00:00,,NC,Robeson,
"Gowns, Safety Glasses, Hand Sanitizer, Disposable Booties, N95 Respirators, Surgical Masks, Nitrile Gloves, Disinfecting Wipes",2020-12-01 18:47:12.769000+00:00,,TX,Harris,
"Disinfecting Wipes, Hand Sanitizer, Cloth Masks, Nitrile Gloves, Surgical Masks",2020-12-01 19:49:25.188000+00:00,,TX,Harris,
"N95 Respirators, Safety Glasses, Nitrile Gloves, Face Shields, Disposable Booties, Disinfecting Wipes, Clear / Visually Accessible Masks, Sneeze Guards / Barriers, Surgical Caps / Bouffant Caps, Gowns, Thermometers, Coveralls / Bunny Suits",2020-12-01 20:42:07.395000+00:00,,NH,Hillsborough,
"Face Shields, Safety Glasses, Surgical Caps / Bouffant Caps, Handwashing Stations, Thermometers, Gowns, Surgical Masks, Sneeze Guards / Barriers, Hand Sanitizer, Disinfecting Wipes",2020-12-01 20:57:16.639000+00:00,,CA,Santa Clara,
"Safety Goggles, Coveralls / Bunny Suits, Gowns, Safety Glasses, N95 Respirators, Disinfecting Wipes, Cloth Masks, Hand Sanitizer, Nitrile Gloves, KN95 Respirators, Ear Savers, Face Shields, Surgical Masks, Thermometers, Surgical Caps / Bouffant Caps",2020-12-01 21:52:00.817000+00:00,,TX,Harris,
N95 Respirators,2020-12-01 22:20:52.941000+00:00,,NY,Saratoga,
"Disposable Booties, Face Shields, Surgical Masks, Sneeze Guards / Barriers, Thermometers, Gowns, PAPR Replacement Face Shields, KN95 Respirators, Hand Sanitizer, N95 Respirators, Safety Glasses, Handwashing Stations, Nitrile Gloves, Clear / Visually Accessible Masks, Two-way Communication Devices, Disinfecting Wipes, Ear Savers",2020-12-01 22:44:09.909000+00:00,,ND,Ramsey,
"Disposable Booties, Two-way Communication Devices, Safety Glasses, Safety Goggles, Nitrile Gloves, PAPR Replacement Face Shields, Thermometers, Hand Sanitizer, Gowns, Surgical Caps / Bouffant Caps, Handwashing Stations, Sneeze Guards / Barriers, Face Shields, Clear / Visually Accessible Masks, Surgical Masks, Disinfecting Wipes, N95 Respirators, Ear Savers",2020-12-02 01:45:52.723000+00:00,,IA,Osceola,
"Thermometers, Disinfecting Wipes, Cloth Masks, Surgical Masks, Safety Glasses",2020-12-02 06:07:06.153000+00:00,,NY,Nassau,
"N95 Respirators, Disinfecting Wipes, KN95 Respirators",2020-12-02 07:17:59.700000+00:00,,IL,DuPage,
"N95 Respirators, KN95 Respirators, Surgical Masks",2020-12-02 18:26:42.090000+00:00,,CA,Riverside,
"Thermometers, Disposable Booties, N95 Respirators, Coveralls / Bunny Suits, Surgical Masks, Nitrile Gloves, Sneeze Guards / Barriers, Disinfecting Wipes, Hand Sanitizer, Gowns, Clear / Visually Accessible Masks, Safety Goggles, Safety Glasses, Surgical Caps / Bouffant Caps",2020-12-02 19:17:21.861000+00:00,,CA,Santa Clara,
"Hand Sanitizer, Surgical Masks, Disinfecting Wipes, Face Shields, N95 Respirators",2020-12-02 19:19:26.302000+00:00,,CA,Los Angeles,
"Safety Goggles, Sneeze Guards / Barriers, Hand Sanitizer, Disposable Booties, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Safety Glasses, Nitrile Gloves, Surgical Masks, Ear Savers, N95 Respirators, Gowns, KN95 Respirators, Coveralls / Bunny Suits",2020-12-02 20:31:47.520000+00:00,,CO,El Paso,
"Nitrile Gloves, Hand Sanitizer, Face Shields, Gowns, Safety Goggles, Clear / Visually Accessible Masks, Surgical Masks, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Disposable Booties, N95 Respirators",2020-12-02 20:53:11.289000+00:00,,NY,New York,
"Surgical Masks, Gowns",2020-12-02 21:32:53.349000+00:00,,SD,Pennington,
"Ear Savers, Hand Sanitizer, Disinfecting Wipes, Surgical Masks, Two-way Communication Devices, Thermometers, Cloth Masks, Handwashing Stations",2020-12-02 22:37:47.256000+00:00,,IN,Lawrence,
"Face Shields, Hand Sanitizer, Cloth Masks, Nitrile Gloves, Disinfecting Wipes, N95 Respirators",2020-12-02 23:24:05.873000+00:00,,FL,,
"Face Shields, Gowns, N95 Respirators, Disposable Booties, Nitrile Gloves, Surgical Masks, Hand Sanitizer",2020-12-03 00:01:34.733000+00:00,,TX,Brazoria,
"Cloth Masks, Safety Goggles, Sneeze Guards / Barriers, Handwashing Stations, N95 Respirators, Face Shields, Safety Glasses, Hand Sanitizer, Thermometers, Gowns, Clear / Visually Accessible Masks, Disposable Booties, Disinfecting Wipes, Two-way Communication Devices, PAPR Replacement Face Shields, KN95 Respirators, Ear Savers, Coveralls / Bunny Suits, Nitrile Gloves, Surgical Caps / Bouffant Caps, Surgical Masks",2020-12-03 01:00:58.296000+00:00,,AR,Polk,
